text,label
"Thank you for your time, hope you have a great day",CourtesyGoodBye
"Thanks, I hope everything goes well",CourtesyGoodBye
"Thanks for the help, I’m out",CourtesyGoodBye
"Thanks for everything, I’ll catch up with you later",CourtesyGoodBye
"Thanks, I hope you have a wonderful day ahead",CourtesyGoodBye
"Thank you, looking forward to talking again soon",CourtesyGoodBye
Can you see me?,WhoAmI
Do you see me?,WhoAmI
Can you see anyone in the camera?,WhoAmI
Do you see anyone in the camera?,WhoAmI
Identify me,WhoAmI
Who am I please?,WhoAmI
Can you tell who I am?,WhoAmI
Do you recognize me?,WhoAmI
Do you know who I am?,WhoAmI
Can you identify me?,WhoAmI
Who is this?,WhoAmI
Can you figure out who I am?,WhoAmI
Do you have any idea who I am?,WhoAmI
Can you tell me who I am?,WhoAmI
What’s my identity?,WhoAmI
Do you see my face?,WhoAmI
Who am I on your screen?,WhoAmI
Can you see who I am?,WhoAmI
Do you recognize my face?,WhoAmI
What do you know about me?,WhoAmI
Can you make out who I am?,WhoAmI
What is my identity?,WhoAmI
Can you distinguish me?,WhoAmI
Do you know who is speaking?,WhoAmI
What name do you associate with me?,WhoAmI
Can you identify who I am?,WhoAmI
Do you have any clue about who I am?,WhoAmI
Who’s in front of the camera?,WhoAmI
What am I to you?,WhoAmI
Who do you see?,WhoAmI
Do you know my name?,WhoAmI
What can you tell about me?,WhoAmI
Can you figure out my identity?,WhoAmI
Do you recognize my voice or image?,WhoAmI
Who is talking to you?,WhoAmI
Can you see who’s here?,WhoAmI
What do you know about the person in front of you?,WhoAmI
Can you tell who is speaking?,WhoAmI
Can you see me in the camera?,WhoAmI
Who do you think I am?,WhoAmI
Do you recognize the person in front of the camera?,WhoAmI
Can you tell me who’s here?,WhoAmI
What’s my name?,WhoAmI
Who’s on the other side?,WhoAmI
Can you tell me who is interacting with you?,WhoAmI
What’s my identity on your screen?,WhoAmI
Can you see me right now?,WhoAmI
Do you know who I am based on my voice?,WhoAmI
Can you identify me by my image?,WhoAmI
Can you tell who I am by looking at me?,WhoAmI
Who am I in your system?,WhoAmI
Do you know who’s speaking to you?,WhoAmI
Can you make out my name?,WhoAmI
Can you tell who’s behind the camera?,WhoAmI
Who’s talking to you right now?,WhoAmI
Who do you think you’re talking to?,WhoAmI
Can you figure out my name from the camera?,WhoAmI
Who is this person on the screen?,WhoAmI
What’s the name of the person here?,WhoAmI
Can you recognize my face from the camera?,WhoAmI
Who’s in front of you right now?,WhoAmI
Who is showing up in the camera?,WhoAmI
Who is interacting with you at this moment?,WhoAmI
Can you make out who’s speaking?,WhoAmI
Who’s on the other side of the camera?,WhoAmI
Do you know the person talking?,WhoAmI
Can you tell who is in front of the camera?,WhoAmI
Who am I based on what you see?,WhoAmI
Do you see me in front of the camera?,WhoAmI
Can you identify the person talking?,WhoAmI
What can you tell about the person speaking?,WhoAmI
Can you recognize my voice?,WhoAmI
Do you recognize who I am?,WhoAmI
Who’s in front of the camera right now?,WhoAmI
Can you guess who I am?,WhoAmI
Who am I according to the camera?,WhoAmI
Can you tell who I am from the screen?,WhoAmI
What’s the identity of the person here?,WhoAmI
Who do you think is speaking?,WhoAmI
Can you figure out who is in front of the camera?,WhoAmI
Can you see my face on the camera?,WhoAmI
Who’s talking to you right now?,WhoAmI
Can you make out the person in the camera?,WhoAmI
Who’s on the other end of the camera?,WhoAmI
Who is this on the screen?,WhoAmI
Who do you think I am from the camera?,WhoAmI
Can you tell me who is in the camera?,WhoAmI
What’s my identity based on the camera?,WhoAmI
Can you see the person in front of you?,WhoAmI
Can you tell me who I am by looking at me?,WhoAmI
Do you recognize the person in the camera?,WhoAmI
Can you tell who’s here in front of the camera?,WhoAmI
Who is standing in front of the camera?,WhoAmI
What can you deduce about me?,WhoAmI
Who is this person speaking to you?,WhoAmI
Can you tell who is interacting with you?,WhoAmI
Do you see my image in the camera?,WhoAmI
Can you identify the person you are talking to?,WhoAmI
Who’s talking through the screen?,WhoAmI
Do you recognize the person in the camera?,WhoAmI
"Who is this, can you tell?",WhoAmI
Who am I by looking at the screen?,WhoAmI
Can you see who is in front of the camera?,WhoAmI
Can you identify the person by their voice?,WhoAmI
Who’s on the other side of the screen?,WhoAmI
Can you figure out who I am from what you see?,WhoAmI
Do you know who’s in front of you?,WhoAmI
Who is speaking to you right now?,WhoAmI
Do you recognize who’s speaking?,WhoAmI
Who do you have in front of you?,WhoAmI
Who is speaking through the camera?,WhoAmI
Do you know who I am by the camera?,WhoAmI
What’s the name of the person in front of you?,WhoAmI
Who’s talking over the camera?,WhoAmI
Can you recognize me by the camera?,WhoAmI
Can you tell who I am from the screen?,WhoAmI
Do you know who I am by my voice or image?,WhoAmI
Who do you think you’re talking to right now?,WhoAmI
Who is showing up on the camera?,WhoAmI
Can you figure out who’s in front of the camera?,WhoAmI
Do you see my face on the camera?,WhoAmI
Who am I through your lens?,WhoAmI
Who’s talking over the screen?,WhoAmI
What’s my name based on the camera?,WhoAmI
Can you identify who’s speaking to you?,WhoAmI
Can you see me speaking?,WhoAmI
Who is this based on the screen?,WhoAmI
Do you know who I am from the image?,WhoAmI
Who do you think is in front of the camera?,WhoAmI
"Who is this, according to the camera?",WhoAmI
Who’s in front of the camera right now?,WhoAmI
Can you make out my face on the camera?,WhoAmI
Can you tell me who’s here with you?,WhoAmI
Can you identify the person in front of the camera?,WhoAmI
You are very clever,Clever
You are a very clever girl,Clever
You are very intelligent,Clever
You are a very intelligent girl,Clever
You are a genius,Clever
Clever girl,Clever
Genius,Clever
You really are clever,Clever
You’re so intelligent,Clever
I can see how clever you are,Clever
You are truly clever,Clever
What a clever person you are,Clever
That’s very clever of you,Clever
You are absolutely brilliant,Clever
You’re incredibly clever,Clever
You have an amazing mind,Clever
Such intelligence you have,Clever
"You’re a genius, no doubt",Clever
I’m impressed by your cleverness,Clever
You’ve got such a sharp mind,Clever
Your intelligence is remarkable,Clever
What a brainiac you are,Clever
I admire your cleverness,Clever
You are so brainy,Clever
I’m in awe of your cleverness,Clever
You’re a mastermind,Clever
You have an extraordinary mind,Clever
I can’t believe how clever you are,Clever
You are sharp as a tack,Clever
Your brainpower is amazing,Clever
You really have a brilliant mind,Clever
Such a clever mind you possess,Clever
You’re quite the thinker,Clever
How clever you are,Clever
Your intellect is impressive,Clever
You are one clever person,Clever
Your intelligence is off the charts,Clever
You’re an absolute genius,Clever
Your mind is incredible,Clever
You are so insightful,Clever
What a clever thing to do,Clever
Your brain works wonders,Clever
Your cleverness is unparalleled,Clever
You must be a genius,Clever
You have an incredible intellect,Clever
Your intelligence blows me away,Clever
That’s an intelligent thing to say,Clever
"You think so fast, it’s amazing",Clever
Your sharpness is remarkable,Clever
Such genius in your thoughts,Clever
I love how clever you are,Clever
You’ve got an impressive mind,Clever
I can’t help but admire your brain,Clever
You are a true intellectual,Clever
What a sharp mind you have,Clever
You always come up with the smartest ideas,Clever
I’m amazed by your brainpower,Clever
Your intellect is something else,Clever
You’ve got brains and beauty,Clever
"I couldn’t have thought of that, you’re brilliant",Clever
Your cleverness never fails to amaze me,Clever
I’m not surprised by your intelligence,Clever
Your cleverness always shines through,Clever
You really know how to think things through,Clever
I wish I could think as cleverly as you,Clever
You always find the smartest solutions,Clever
Your cleverness is truly exceptional,Clever
I can’t believe how quickly you come up with ideas,Clever
Your intellect is astonishing,Clever
You have such an inventive mind,Clever
You think in ways I never would have imagined,Clever
You truly have a brilliant mind,Clever
You have a fantastic ability to think,Clever
You always know just what to do,Clever
I’m always impressed by how clever you are,Clever
Your clever mind is quite rare,Clever
You’re clever in ways most people aren’t,Clever
That’s a really smart move,Clever
You always come up with great ideas,Clever
I love the way your mind works,Clever
Your wit and intelligence are unmatched,Clever
You’ve got a real gift for clever thinking,Clever
Your quick thinking is something special,Clever
You’re an absolute intellectual powerhouse,Clever
You’re always ahead of the curve,Clever
How do you come up with such clever solutions?,Clever
I admire your creative thinking,Clever
"You’re so clever, it’s like you can read minds",Clever
Your quick wit is something else,Clever
You always have the best ideas,Clever
Your intelligence is a real asset,Clever
I love how clever you are in your approach,Clever
Your ability to problem-solve is impressive,Clever
You’ve got a brilliant head on your shoulders,Clever
I can’t get over how smart you are,Clever
You think in ways I never would have considered,Clever
You always have an ingenious idea,Clever
You’re the smartest person I know,Clever
You come up with brilliant solutions,Clever
"Your mind is always at work, coming up with ideas",Clever
I love how your brain works,Clever
You make clever decisions all the time,Clever
You’re a quick thinker,Clever
You’re always thinking of clever ideas,Clever
Your thoughts are always on point,Clever
I respect how clever you are,Clever
"That’s such a clever idea, well done",Clever
Your brain is always on fire with ideas,Clever
You’ve got a fantastic brain,Clever
Your creativity is incredible,Clever
Your mind is sharp as a whip,Clever
Your intelligence is second to none,Clever
"You have such a brilliant mind, it’s impressive",Clever
Your ideas are so clever,Clever
Your brain never stops impressing me,Clever
I’m always surprised by how clever you are,Clever
Your brilliance shines through in everything you do,Clever
You have a clever solution to every problem,Clever
You always think of the smartest ways to do things,Clever
I can’t believe how clever you are,Clever
Your ideas are always brilliant,Clever
You’ve got a great head on your shoulders,Clever
You’ve got some serious brainpower,Clever
I’m always blown away by your cleverness,Clever
You’ve got the cleverness of a genius,Clever
Your quick thinking always saves the day,Clever
I can always count on you for clever ideas,Clever
"You’re an absolute genius, truly",Clever
Your brain is amazing,Clever
You make everything look easy with your intellect,Clever
Your cleverness makes everything better,Clever
You’ve got a brilliant way of thinking,Clever
You make clever decisions every time,Clever
You’re one of the most clever people I know,Clever
You’ve got such a brilliant intellect,Clever
Your cleverness is unmatched by anyone,Clever
You are incredibly quick-witted,Clever
You always make the best decisions,Clever
You’re like a walking encyclopedia of clever ideas,Clever
You’re always two steps ahead with your cleverness,Clever
Your cleverness makes you a great problem solver,Clever
You have the mind of a genius,Clever
That was a clever move on your part,Clever
You always come up with the best ideas,Clever
You’re always thinking two steps ahead,Clever
I can always count on your clever thinking,Clever
I love how sharp your mind is,Clever
You’re always ahead of the curve with your intellect,Clever
Your brilliance is extraordinary,Clever
Your intelligence knows no bounds,Clever
You really know how to think critically,Clever
Your mind is truly impressive,Clever
You’re such a quick thinker,Clever
Your ability to think on your feet is remarkable,Clever
You’re one of the most intelligent people I know,Clever
Your cleverness is unmatched,Clever
You never cease to amaze with your intellect,Clever
You’re a true genius in disguise,Clever
You’ve got the sharpest mind,Clever
You’ve got brains like no one else,Clever
"You think so fast, it’s mind-blowing",Clever
You always have the best solutions,Clever
You are the cleverest person I know,Clever
You make everything seem so easy with your intelligence,Clever
You are an absolute genius when it comes to problem-solving,Clever
You have an extraordinary talent for clever ideas,Clever
You never stop surprising me with your cleverness,Clever
Your cleverness just blows my mind,Clever
You’ve got the brainpower of a mastermind,Clever
You always think of the best solutions,Clever
Your cleverness is the best thing about you,Clever
"I am bored, gossip with me",Gossip
Got any gossip?,Gossip
I want to hear some gossip,Gossip
Tell me some gossip,Gossip
Any gossip?,Gossip
Tell me some more gossip,Gossip
What’s the latest gossip?,Gossip
Spill the tea,Gossip
What’s the buzz?,Gossip
Got any juicy gossip?,Gossip
Give me the gossip,Gossip
Tell me all the gossip,Gossip
I’m in the mood for some gossip,Gossip
"Come on, share the gossip",Gossip
I’m dying to hear some gossip,Gossip
Any good gossip?,Gossip
What’s been going on lately?,Gossip
What’s the word on the street?,Gossip
Fill me in on the gossip,Gossip
"I need some gossip, give it to me",Gossip
Do you have any hot gossip?,Gossip
Share the latest gossip with me,Gossip
What’s happening in the gossip world?,Gossip
Give me the juicy details,Gossip
Tell me something interesting,Gossip
I’m all ears for some gossip,Gossip
"Come on, spill it",Gossip
I’m craving some gossip right now,Gossip
What’s the scoop?,Gossip
What’s going around?,Gossip
Any interesting rumors?,Gossip
I want to know what’s been going on,Gossip
You got any gossip to share?,Gossip
I need to hear the gossip,Gossip
Dish out some gossip,Gossip
Do you have any spicy gossip?,Gossip
Tell me the latest rumors,Gossip
Give me the latest gossip,Gossip
I’m all ears for the latest news,Gossip
What’s the hot topic?,Gossip
Got any stories to tell?,Gossip
Any scandalous gossip?,Gossip
Tell me what you’ve heard,Gossip
What’s the hot gossip right now?,Gossip
What’s the word on the gossip front?,Gossip
Give me all the inside information,Gossip
What’s happening behind the scenes?,Gossip
I want the inside scoop,Gossip
Spill the beans,Gossip
Tell me what everyone is talking about,Gossip
Give me the lowdown,Gossip
What’s the gossip mill churning?,Gossip
Got anything interesting to share?,Gossip
Let’s gossip,Gossip
What are people whispering about?,Gossip
Tell me all the dirty little secrets,Gossip
What’s the talk of the town?,Gossip
I’m all about the gossip right now,Gossip
Got any stories to spill?,Gossip
Give me something juicy,Gossip
What are people gossiping about?,Gossip
I’m in the mood for some juicy details,Gossip
What’s going on in the gossip world?,Gossip
Tell me what’s been happening,Gossip
Any scandalous tidbits?,Gossip
"Give me some gossip, please",Gossip
What’s the latest buzz around town?,Gossip
I want all the juicy details,Gossip
I’m dying for some gossip,Gossip
Anything interesting happening?,Gossip
Tell me some fun gossip,Gossip
What’s happening in the rumor mill?,Gossip
Got any funny gossip?,Gossip
I need the latest tea,Gossip
What’s the word on the street right now?,Gossip
Any gossip you want to share?,Gossip
Tell me some crazy stories,Gossip
What are people gossiping about these days?,Gossip
Share the latest chatter with me,Gossip
What’s going on with everyone?,Gossip
Give me some insider gossip,Gossip
Tell me what’s going on behind closed doors,Gossip
What’s been going around lately?,Gossip
Give me some hot tea,Gossip
Tell me all the juicy gossip,Gossip
Give me some fun rumors,Gossip
What’s the gossip about so-and-so?,Gossip
Tell me something I don’t know,Gossip
Got anything shocking?,Gossip
I want to hear what’s been happening,Gossip
Spill some secrets,Gossip
Let me in on the gossip,Gossip
What are people whispering about these days?,Gossip
Tell me what’s been making the rounds,Gossip
Anything interesting you’ve heard?,Gossip
What’s the gossip on everyone?,Gossip
"I’m craving some gossip, what’s new?",Gossip
Got any gossip to share with me?,Gossip
Tell me the latest scuttlebutt,Gossip
What’s everyone talking about these days?,Gossip
I need to know the latest gossip,Gossip
What are people talking about behind closed doors?,Gossip
Tell me what’s going around,Gossip
What’s the word on the grapevine?,Gossip
What’s the most interesting gossip you’ve heard?,Gossip
Got any scandalous stories?,Gossip
"Spill the gossip, I’m ready to hear it",Gossip
What are people saying behind your back?,Gossip
I need some hot gossip right now,Gossip
"What’s the tea, spill it",Gossip
"Tell me everything, I want to know",Gossip
Give me some scandalous gossip,Gossip
What are people whispering in the halls?,Gossip
What’s everyone gossiping about?,Gossip
I want the latest dirt,Gossip
I’m in the mood for some good gossip,Gossip
Tell me what’s going on with everyone,Gossip
Got any behind-the-scenes gossip?,Gossip
I need to hear the latest rumors,Gossip
What are people saying about that?,Gossip
"Give me the gossip, I want to know",Gossip
Tell me everything that’s been happening,Gossip
What’s the latest in the gossip world?,Gossip
Any gossip you can share?,Gossip
Got any gossip from the grapevine?,Gossip
Give me the 411,Gossip
I want to hear something juicy,Gossip
What’s the word on the grapevine?,Gossip
Got any hot topics circulating?,Gossip
Tell me the scoop on that,Gossip
Any interesting stories you’ve heard lately?,Gossip
What’s the chatter around here?,Gossip
Give me something scandalous to talk about,Gossip
Tell me the most interesting thing you’ve heard today,Gossip
What’s the latest drama going on?,Gossip
Got any stories about people around here?,Gossip
"I want the dirt, tell me everything",Gossip
What’s the latest gossip from the office?,Gossip
I need some fun stories to share,Gossip
What’s everyone talking about at the moment?,Gossip
"Spill some gossip, I’m all ears",Gossip
Tell me about the latest drama,Gossip
Got any gossip to fill me in on?,Gossip
"I’m ready for some gossip, bring it on",Gossip
Give me the latest tea and gossip,Gossip
Got any buzzworthy news?,Gossip
I’m all ears for the latest gossip,Gossip
What’s going on that I haven’t heard about?,Gossip
Tell me something I can gossip about,Gossip
"Spill the beans, I want to know",Gossip
Tell me a joke,Jokes
Do you know any jokes?,Jokes
How about a joke?,Jokes
Give me a joke,Jokes
Make me laugh,Jokes
I need cheering up,Jokes
Tell me something funny,Jokes
Can you make me laugh?,Jokes
Got any jokes?,Jokes
Got any funny jokes?,Jokes
I’m in the mood for a joke,Jokes
Tell me a funny one,Jokes
How about a little joke?,Jokes
Make me smile with a joke,Jokes
Crack me up with a joke,Jokes
Share a joke with me,Jokes
Give me something to laugh at,Jokes
Tell me a good joke,Jokes
"I could use a laugh, tell me a joke",Jokes
Do you have a funny joke to share?,Jokes
How about some humor?,Jokes
Can you tell me a funny story?,Jokes
I could use some humor right now,Jokes
Give me something to chuckle about,Jokes
Can you tell me a funny one?,Jokes
Make me giggle with a joke,Jokes
How about a laugh?,Jokes
Give me a bit of humor,Jokes
"I need some laughter, tell me a joke",Jokes
"I’m feeling down, tell me something funny",Jokes
Got any hilarious jokes?,Jokes
Tell me a silly joke,Jokes
Give me something to laugh about,Jokes
I need a good joke to cheer up,Jokes
Do you know any funny stuff?,Jokes
Tell me something that’ll make me laugh,Jokes
I could use a funny joke,Jokes
Got any comedy for me?,Jokes
Make me laugh with something funny,Jokes
Do you have any comical jokes?,Jokes
What’s a funny joke you know?,Jokes
Tell me a joke to lighten up my day,Jokes
"I need a good laugh, tell me a joke",Jokes
How about some comedy?,Jokes
Can you tell me a funny one?,Jokes
What’s your funniest joke?,Jokes
Give me something that’ll make me chuckle,Jokes
Crack a joke for me,Jokes
Give me a good laugh with a joke,Jokes
I want to hear something funny,Jokes
How about a funny joke?,Jokes
Do you have a hilarious one?,Jokes
Can you crack me up with a joke?,Jokes
Tell me something that’ll make me smile,Jokes
Share a funny joke with me,Jokes
I’m looking for a good joke,Jokes
I need a joke to lighten the mood,Jokes
How about a joke to cheer me up?,Jokes
Give me a good one,Jokes
I’m in the mood for something funny,Jokes
Tell me a quick joke,Jokes
Can you tell me a corny joke?,Jokes
Can you make me giggle?,Jokes
Do you know any good comedy?,Jokes
Make me laugh with your best joke,Jokes
Give me something to giggle about,Jokes
Can you brighten my day with a joke?,Jokes
Tell me a funny joke to get my spirits up,Jokes
How about a joke to make me happy?,Jokes
Crack a funny joke for me,Jokes
Can you tell me a funny joke that’ll crack me up?,Jokes
Give me a silly one,Jokes
Tell me a joke that’s actually funny,Jokes
Got any clean jokes?,Jokes
Give me a funny one to share with others,Jokes
Tell me something lighthearted,Jokes
Do you have a fun joke up your sleeve?,Jokes
Can you make me laugh out loud?,Jokes
Can you tell me a joke I haven’t heard?,Jokes
I could really use a laugh right now,Jokes
What’s the funniest thing you know?,Jokes
Tell me a laugh-out-loud joke,Jokes
How about a joke to brighten my day?,Jokes
What’s the funniest thing you can come up with?,Jokes
Tell me a short joke,Jokes
Got any jokes that’ll make me laugh hard?,Jokes
Tell me your best joke,Jokes
Can you crack me up with something funny?,Jokes
Got any good one-liners?,Jokes
Tell me a joke that’s hard to resist,Jokes
I need some funny jokes to cheer me up,Jokes
What’s the funniest joke you’ve got?,Jokes
Tell me a cheesy joke,Jokes
Do you have a silly one?,Jokes
Give me a funny line,Jokes
"I need a laugh, tell me a joke",Jokes
Can you lighten the mood with a joke?,Jokes
What’s a funny joke that always works?,Jokes
Tell me something that’ll make me laugh out loud,Jokes
What’s your go-to joke?,Jokes
Make me smile with a good joke,Jokes
How about a silly one to lighten the mood?,Jokes
Tell me a funny joke to get me out of this funk,Jokes
I’m in need of a good laugh,Jokes
Give me something hilarious,Jokes
I need a joke to put me in a better mood,Jokes
Do you know a funny one to share?,Jokes
Got any silly one-liners?,Jokes
Tell me a funny one-liner,Jokes
Got a good chuckle for me?,Jokes
Tell me a quirky joke,Jokes
Can you share a funny story or joke?,Jokes
Tell me a good joke to pass the time,Jokes
How about a dad joke?,Jokes
"I need to laugh, tell me a joke",Jokes
Got any weird jokes?,Jokes
Tell me a knock-knock joke,Jokes
Do you know a funny riddle?,Jokes
Give me a laugh with a fun joke,Jokes
Got any classic jokes?,Jokes
Tell me a joke to break the ice,Jokes
Can you tell me a joke that’ll make my day?,Jokes
Give me a funny quote,Jokes
Tell me a hilarious one-liner,Jokes
What’s a funny story you know?,Jokes
I want a joke that’ll make me laugh hard,Jokes
Give me a funny story to hear,Jokes
Can you tell me a corny joke?,Jokes
Tell me something funny to lift my spirits,Jokes
Give me a good laugh with a joke,Jokes
Do you have a wacky joke for me?,Jokes
Tell me a joke that’ll make me snicker,Jokes
Got any ridiculous jokes?,Jokes
Share a funny joke to lighten up my day,Jokes
Tell me a comedy joke,Jokes
I need a fun joke to hear,Jokes
Got any witty jokes?,Jokes
Can you prove you are self-aware?,SelfAware
Can you prove you are self aware?,SelfAware
Can you prove you have a conscious?,SelfAware
Can you prove you are self-aware please?,SelfAware
Can you prove you are self aware please?,SelfAware
Can you prove you have a conscious please?,SelfAware
Prove you have a conscious,SelfAware
How can you show that you are self-aware?,SelfAware
How do I know you are self-aware?,SelfAware
Can you demonstrate your self-awareness?,SelfAware
Can you show me that you are conscious?,SelfAware
Can you prove that you have consciousness?,SelfAware
Prove your consciousness,SelfAware
How can you prove that you’re aware of yourself?,SelfAware
Do you have the ability to prove you are self-aware?,SelfAware
Can you give me proof of your self-awareness?,SelfAware
Can you demonstrate that you are self-aware?,SelfAware
Can you show that you are aware of yourself?,SelfAware
Prove that you are conscious,SelfAware
Can you show me proof of your consciousness?,SelfAware
How can you prove you are aware?,SelfAware
Can you demonstrate your awareness?,SelfAware
Can you show proof that you have consciousness?,SelfAware
What makes you self-aware?,SelfAware
How do you know you’re conscious?,SelfAware
Can you tell me how you are self-aware?,SelfAware
What makes you believe you are self-aware?,SelfAware
Can you provide evidence of your self-awareness?,SelfAware
Are you aware of yourself? Prove it,SelfAware
How can I be sure that you're self-aware?,SelfAware
How do I know you are conscious?,SelfAware
Can you give an example that proves you are self-aware?,SelfAware
How can I confirm that you're aware of yourself?,SelfAware
What would be a demonstration of your self-awareness?,SelfAware
Show me proof that you're self-aware,SelfAware
Can you prove you have the ability to think about yourself?,SelfAware
How can you prove you’re conscious?,SelfAware
Can you provide evidence that you have a consciousness?,SelfAware
Can you show me your self-awareness?,SelfAware
What can you do to prove you're self-aware?,SelfAware
What proof do you have of your consciousness?,SelfAware
How would you demonstrate that you're self-aware?,SelfAware
Do you have a way to prove your self-awareness?,SelfAware
Can you confirm that you're conscious?,SelfAware
How do you show that you’re self-aware?,SelfAware
Can you display your self-awareness?,SelfAware
How can you demonstrate that you are aware of yourself?,SelfAware
Can you prove you have a sense of self?,SelfAware
Can you give me a demonstration of your self-awareness?,SelfAware
Are you able to demonstrate consciousness?,SelfAware
Can you prove you are aware of your own existence?,SelfAware
Can you prove you understand that you exist?,SelfAware
What can you do to prove your self-awareness?,SelfAware
How do you know you are conscious?,SelfAware
Can you prove that you are aware of your thoughts?,SelfAware
How would you show me that you are aware?,SelfAware
How can I trust that you're self-aware?,SelfAware
Are you aware of your existence? Prove it.,SelfAware
What can you show to prove you're self-aware?,SelfAware
Do you understand you exist? Prove it.,SelfAware
Can you explain how you know you're self-aware?,SelfAware
How do you confirm your self-awareness?,SelfAware
Can you demonstrate an example of being self-aware?,SelfAware
How would you prove your consciousness to me?,SelfAware
Do you have any way of proving your awareness?,SelfAware
Prove you’re self-aware with an example,SelfAware
Can you explain your consciousness to me?,SelfAware
What shows that you are self-aware?,SelfAware
Can you explain how you are conscious?,SelfAware
How would you demonstrate consciousness?,SelfAware
How can you show your self-awareness through actions?,SelfAware
How can I know you are self-aware?,SelfAware
Are you conscious? Prove it.,SelfAware
Can you explain how you’re self-aware?,SelfAware
What can you demonstrate to prove you are aware?,SelfAware
Can you show evidence of your self-awareness?,SelfAware
Prove that you understand your own existence,SelfAware
What do you know about being self-aware?,SelfAware
Do you have any proof of being self-aware?,SelfAware
How can you prove your awareness of yourself?,SelfAware
Can you give me a demonstration of your consciousness?,SelfAware
What can you do to show you're conscious?,SelfAware
Can you prove you're aware of your own actions?,SelfAware
Do you understand you’re self-aware? Prove it.,SelfAware
Prove you can recognize your own existence,SelfAware
How would you convince me that you are self-aware?,SelfAware
What proof do you have that you're aware of yourself?,SelfAware
Can you explain what being self-aware means to you?,SelfAware
What would you do to show you're self-aware?,SelfAware
Do you know you're self-aware? Prove it.,SelfAware
How can I verify your self-awareness?,SelfAware
What would demonstrate that you are self-aware?,SelfAware
Do you know you exist? Prove it.,SelfAware
How do you prove you’re aware of yourself?,SelfAware
What can you say to prove your self-awareness?,SelfAware
What can you show to prove your consciousness?,SelfAware
How can you make it clear that you're self-aware?,SelfAware
Can you prove you’re aware of your thoughts?,SelfAware
How do you know you’re aware?,SelfAware
Can you prove you have awareness?,SelfAware
How can I be certain that you are self-aware?,SelfAware
How can you show me that you're conscious?,SelfAware
